_id,id,title,publish_date,source_country,sentiment
646fddfd0576b45037ddb43f,89285318,"Relying on private sector to build houses a ‘vulnerability’, officials say",2023-01-20 20:32:03,ie,-0.131
646fddfd0576b45037ddb440,106997586,Housebuilder Bellway flags signs of recovery after plunging demand,2023-03-28 11:16:37,ie,-0.097
646fddfd0576b45037ddb441,81068686,Walls Construction announce Design + Construct donation,2022-12-20 11:09:40,ie,0.52
646fddfd0576b45037ddb442,74437232,Unemployment still at two-decade low despite souring outlook,2022-11-30 16:08:34,ie,-0.033
646fddfd0576b45037ddb443,68252018,A €6bn region: Limerick Chamber provides helicopter view of investments in Mid-West,2022-11-11 16:00:00,ie,0.055
646fddfd0576b45037ddb444,80236680,Rising building costs could lead to many houses in Kilkenny being underinsured,2022-12-19 12:55:43,ie,-0.314
646fddfd0576b45037ddb445,78657154,"State should take equity stake in houses built by housing bodies, committee told",2022-12-13 19:47:56,ie,-0.204
646fddfd0576b45037ddb446,100212512,Dublin 7 site with full planning for 68 rental apartments seeks €3.5m,2023-03-01 06:00:00,ie,0.247
646fddfd0576b45037ddb447,70006780,Shortlist announced for KPMG Irish Independent Property Industry Excellence Awards,2022-11-17 03:30:00,ie,0.742
646fddfd0576b45037ddb448,98733160,"‘Large-scale change’ needed in court, judicial workings to achieve efficient system - report",2023-02-24 11:13:20,ie,0.189
646fddfd0576b45037ddb449,102145242,Industrial action involving engineering company’s employees to proceed,2023-03-09 16:31:27,ie,-0.37
646fddfd0576b45037ddb44a,65883980,Glan Agua Ltd and Easy Hydro Ltd enter strategic alliance,2022-11-04 12:13:31,ie,0.046
646fddfd0576b45037ddb44b,69067956,"Largest Scarp case, Black Friday doubts and the unspoken mess of Brexit",2022-11-14 07:31:27,ie,-0.014
646fddfd0576b45037ddb44c,65324114,Progress Report on the Food Vision Beef and Sheep Group published - MerrionStreet,2022-11-02 17:35:59,ie,0.007
646fddfd0576b45037ddb44d,72691986,McConalogue hails positive meeting with fishing industry,2022-11-25 10:25:31,ie,0.513
646fddfd0576b45037ddb44e,91597692,‘Boys are often targeted and radicalised online’,2023-01-29 13:30:00,ie,0.085
646fddfd0576b45037ddb44f,68416948,Brussels tips Ireland to escape worst even as EU flirts with recession,2022-11-12 04:53:04,ie,-0.219
646fddfd0576b45037ddb450,82799484,Owen Keegan: We disagree fundamentally with those groups... who continue to promote and sustain rough sleeping’,2022-12-29 06:00:00,ie,-0.379
646fddfd0576b45037ddb451,102220126,Strike action by mechanical workers underway outside Intel and Pfizer sites,2023-03-10 12:36:35,ie,-0.136
646fddfd0576b45037ddb452,74379690,Krone Trailers cater for the construction sectors,2022-11-29 21:59:24,ie,0.259
646fddfd0576b45037ddb453,77182780,Justine McCarthy: Wallace’s sympathy for Iranian regime strips bare his faux radicalism,2022-12-09 06:00:00,ie,-0.169
646fddfd0576b45037ddb454,84714102,Cost of building hundreds of schools soars amid construction inflation,2023-01-04 06:00:31,ie,0.09
646fddfd0576b45037ddb455,71475652,"Government to &amp;lsquo;further expedite&amp;rsquo; delivery of houses, minister says",2022-11-21 18:18:25,ie,0.057
646fddfd0576b45037ddb456,111715202,"Irish workforce among most productive in the world, CSO report finds",2023-04-24 12:16:03,ie,-0.173
646fddfd0576b45037ddb457,74298196,Department of Health demands final costs for new children’s hospital,2022-11-30 06:00:00,ie,-0.299
646fddfd0576b45037ddb458,102416112,OUT \ LOOK Guinness Six Nations Scores with The Dynamic Difference,2023-03-10 15:27:46,ie,0.482
646fddfd0576b45037ddb459,101892764,KPMG Construction Advisory names Wes Jesson as MD,2023-03-06 12:16:42,ie,0.249
646fddfd0576b45037ddb45a,79888248,New planning bill won&amp;rsquo;t help solve housing crisis say experts — but self-builds just might,2022-12-18 03:30:00,ie,0.032
646fddfd0576b45037ddb45b,98819612,Sales positions and other agri jobs available,2023-02-24 18:15:00,ie,0.473
646fddfd0576b45037ddb45c,111385362,Minister Simon Coveney lays ceremonial block at major new creative innovation hub in city,2023-04-21 08:12:32,ie,0.484
646fddfd0576b45037ddb45d,95777710,Dublin bus operator Go-Ahead &amp;lsquo;must pay more during cost-of-living crisis&amp;rsquo; to avoid strikes,2023-02-13 18:20:47,ie,0.025
646fddfd0576b45037ddb45e,84345242,Ireland&amp;rsquo;s property market &amp;lsquo;resilient&amp;rsquo; to cost-of-living fears – report,2023-01-03 02:11:16,ie,-0.152
646fddfd0576b45037ddb45f,90513560,Government housing loan body sees 49% growth in approvals,2023-01-25 11:37:03,ie,-0.279
646fddfd0576b45037ddb460,106935642,"State sitting on enough land for more than 60,000 homes - including racecourse, mint and barracks sites",2023-03-28 05:23:37,ie,-0.106
646fddfd0576b45037ddb461,87999212,Oxfam calls for wealth tax as the number of Ireland&#039;s super-rich doubles in a decade,2023-01-16 08:10:06,ie,0.144
646fddfd0576b45037ddb462,103815428,Murdock Group appoints Kieran Burke CEO of Brooks,2023-03-15 15:59:02,ie,0.469
646fddfd0576b45037ddb463,70268516,Construction company building hundreds of social housing units goes into examinership,2022-11-17 23:44:55,ie,-0.34
646fddfd0576b45037ddb464,88892912,New offices drive demand in Dublin as investors and occupiers shy away from older stock,2023-01-18 06:30:00,ie,0.362
646fddfd0576b45037ddb465,77780926,Growing payment crisis threatens to cripple building industry and send young workers abroad,2022-12-11 03:30:00,ie,-0.382
646fddfd0576b45037ddb466,90756052,"Over 28,700 units of large developments are awaiting An Bord Pleanála permission",2023-01-26 08:28:37,ie,-0.403
646fddfd0576b45037ddb467,99727544,"Gender pay gap widest in finance and construction sectors, report finds",2023-02-28 05:35:00,ie,-0.063
646fddfd0576b45037ddb468,82776162,Revealed: the jobs with the largest pay hikes in 2022 as average wages laid bare,2022-12-29 03:30:00,ie,0.225
646fddfd0576b45037ddb469,100497542,Mechanical workers at major engineering firms vote to strike over discontinued allowance,2023-03-02 22:29:21,ie,-0.196
646fddfd0576b45037ddb46a,111304134,"Future buildings may need to be designed to cool down better, says Met Eireann",2023-04-20 15:52:51,ie,0.024
646fddfd0576b45037ddb46b,105795570,Engineering firm granted interim injunction to prevent industrial action,2023-03-23 21:28:58,ie,-0.376
646fddfd0576b45037ddb46c,69874346,Hydrogen related events at WorldSkills at Belfast Met this week,2022-11-16 10:12:57,ie,0.159
646fddfd0576b45037ddb46d,81254468,"All sectors will get 'fair hearing' on taxation if SF gets into power, McDonald insists",2022-12-23 07:30:51,ie,0.095
646fddfd0576b45037ddb46e,107987560,CNH acquires tech firm for $175m,2023-03-31 17:45:00,ie,0.048
646fddfd0576b45037ddb46f,86050410,Housebuilding activity contracts sharply for third month running,2023-01-09 07:52:08,ie,-0.265
646fddfd0576b45037ddb470,109234612,"65,000 potential homes trapped in planning limbo",2023-04-05 16:44:38,ie,-0.273
646fddfd0576b45037ddb471,111496122,"Earth Day: 55 reasons to be hopeful for our future, by Michael D Higgins, Colm O’Regan, Ella McSweeney, Manchán Magan and many more . . .",2023-04-22 06:00:00,ie,0.13
646fddfd0576b45037ddb472,94557268,"Transport spending: Town and local bus services are the priority, says Eamon Ryan",2023-02-09 09:11:23,ie,0.3
